Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
day2_emma_1_03f7e580	a	You know, seeing you with Daniel made me realize how lucky I am. Not because I’m better than him, but because you actually put up with my nonsense.	game/story_scripts/day2_emma.rpy	271	a "[what]"
day2_emma_1_72a33094	e	...	game/story_scripts/day2_emma.rpy	272	e "[what]"
day2_emma_1_724a4535	e	Really, Alex? I've put up with your nonsense for so long because I loved you. And what did I get in return?	game/story_scripts/day2_emma.rpy	273	e "[what]"
day2_emma_1_d6044d20	a	I don't believe that love just vanished. It can’t be gone.	game/story_scripts/day2_emma.rpy	275	a "[what]"
day2_emma_1_50ce2c52	e	It's not just gone, Alex. It's more like it was destroyed, piece by piece.	game/story_scripts/day2_emma.rpy	277	e "[what]"
day2_emma_1_3d79e968	a	Maybe we can rebuild it. I'm willing to try if you are.	game/story_scripts/day2_emma.rpy	279	a "[what]"
day2_emma_1_88676fab	e	You really think that's possible? After everything?	game/story_scripts/day2_emma.rpy	281	e "[what]"
day2_emma_1_8ecfce95	a	I do. I’m sorry for being so jealous. I know it wasn't fair to you.	game/story_scripts/day2_emma.rpy	283	a "[what]"
day2_emma_1_b87f8d16	e	Alex, I'm trying to spend some time away from you. It's ironic, though, this mansion doesn't seem big enough.	game/story_scripts/day2_emma.rpy	285	e "[what]"
day2_emma_1_b1fd1ddc	a	Well, maybe we could start by... stopping all the arguments?	game/story_scripts/day2_emma.rpy	287	a "[what]"
day2_emma_1_1cfca8ae	e	That would be a good start. For once, we agree on something.	game/story_scripts/day2_emma.rpy	289	e "[what]"
day2_emma_1_7ae6cd60	a	You right, Emma, it’s ironic. We’re trying to spend time away from each other in this huge mansion, but it still feels too small sometimes.	game/story_scripts/day2_emma.rpy	292	a "[what]"
day2_emma_1_e35e8836	e	I guess it just goes to show that you can't escape someone as easily as you think. Especially not when you're married to them.	game/story_scripts/day2_emma.rpy	297	e "[what]"
day2_emma_1_f2371d57	a	You know, like how incredible you look right now. This bikini... you're absolutely stunning.	game/story_scripts/day2_emma.rpy	300	a "[what]"
day2_emma_1_9acb340d	e_	Okay, that’s new. Is he genuinely being nice, or is this some new game he’s playing?	game/story_scripts/day2_emma.rpy	301	e_ "[what]"
day2_emma_1_d4067aef	e	Oh, stop it, Alex. But, thanks. It's nice to hear that from you.	game/story_scripts/day2_emma.rpy	303	e "[what]"
day2_emma_1_90814343	a	I'm serious, Emma. You're gorgeous. And it's not just the bikini, it's you. You have this way of looking effortlessly sexy.	game/story_scripts/day2_emma.rpy	304	a "[what]"
day2_emma_1_207ac96e		{i}My smile widened	game/story_scripts/day2_emma.rpy	307	"[what]"
day2_emma_1_7e6376f1		{i}I blink, momentarily caught off guard by the sincerity in his voice.	game/story_scripts/day2_emma.rpy	309	"[what]"
day2_emma_1_b3c9e13d	a	You know, Emma, it's kind of hard to stop looking at you. And I mean, can you blame me?	game/story_scripts/day2_emma.rpy	312	a "[what]"
day2_emma_1_92f1be5b	e	Oh, I know you haven't stopped. As a woman, I can't say I don't enjoy the attention.	game/story_scripts/day2_emma.rpy	314	e "[what]"
day2_emma_1_53269a05	e	But you know, marriage isn’t just about the physical stuff.	game/story_scripts/day2_emma.rpy	315	e "[what]"
day2_emma_1_b69010af	a	I have to ask, don’t you miss it? The sex, I mean.	game/story_scripts/day2_emma.rpy	316	a "[what]"
day2_emma_1_1bcfa98c	a	I mean, if it were an Olympic sport, we'd definitely win gold.	game/story_scripts/day2_emma.rpy	317	a "[what]"
day2_emma_1_0a9ac339	e	Haha! Oh, Alex. You always knew how to make me laugh. And yes, I do miss it. Saying I don’t would be a lie.	game/story_scripts/day2_emma.rpy	320	e "[what]"
day2_emma_1_96f0d25f	e	But just because I miss it doesn’t mean I can forget everything that happened.	game/story_scripts/day2_emma.rpy	322	e "[what]"
day2_emma_1_4bec736d	e	I noticed up on how many women are in this mansion.	game/story_scripts/day2_emma.rpy	323	e "[what]"
day2_emma_1_4902b632	a	But believe me, they can't compare to you.	game/story_scripts/day2_emma.rpy	324	a "[what]"
day2_emma_1_067acf13	e	Alex. It makes me wonder if you might... stray again.	game/story_scripts/day2_emma.rpy	325	e "[what]"
day2_emma_1_aa702bae	a	Emma, I get it. But let's not talk about that now. How about we focus on enjoying this time together instead?	game/story_scripts/day2_emma.rpy	327	a "[what]"
day2_emma_1_672aa206	a	I'm trying to be nice here. At least give me some credit.	game/story_scripts/day2_emma.rpy	328	a "[what]"
day2_emma_1_ef63f89b	e	Fine, fine. You get a point for trying.	game/story_scripts/day2_emma.rpy	329	e "[what]"
day2_emma_1_390bf3a2	e	You know, being pleasant wouldn’t kill you.	game/story_scripts/day2_emma.rpy	330	e "[what]"
day2_emma_1_5d63c33b	a	I’m working on it. Baby steps.	game/story_scripts/day2_emma.rpy	331	a "[what]"
day2_emma_1_a205ea70	e	Good. Now, at least pretend to be charming.	game/story_scripts/day2_emma.rpy	332	e "[what]"
day2_emma_1_de2369d2	a	Pretend? I thought I was naturally charming.	game/story_scripts/day2_emma.rpy	333	a "[what]"
day2_emma_1_99dac2e3	e	Haha! Maybe to someone who doesn't know you.	game/story_scripts/day2_emma.rpy	336	e "[what]"
day2_emma_1_d007e8e0	a	Seriously though, Emma. You're the best part of this mansion.	game/story_scripts/day2_emma.rpy	337	a "[what]"
day2_emma_1_73a032f6	e	Don't get all sentimental on me now.	game/story_scripts/day2_emma.rpy	338	e "[what]"
day2_emma_1_9f482e0f	a	Too late. I've already started.	game/story_scripts/day2_emma.rpy	339	a "[what]"
day2_emma_1_89682395	a	So, how have you been? Besides trying to avoid me.	game/story_scripts/day2_emma.rpy	341	a "[what]"
day2_emma_1_b8de8dd5	e	I've been fine. Enjoying the pool, the mansion... just trying to relax.	game/story_scripts/day2_emma.rpy	342	e "[what]"
day2_emma_1_c2658444	a	That’s good to hear. You deserve to relax.	game/story_scripts/day2_emma.rpy	343	a "[what]"
day2_emma_1_4f2bbb20	a	You know, speaking of relaxing, I once heard that laughing burns calories. I should be good for your workout plan.	game/story_scripts/day2_emma.rpy	344	a "[what]"
day2_emma_1_0da48806	e	Oh really? Maybe I should charge you as my personal trainer then.	game/story_scripts/day2_emma.rpy	347	e "[what]"
day2_emma_1_5f7ff17b	a	Hey, if it means seeing you smile, I’m all in.	game/story_scripts/day2_emma.rpy	348	a "[what]"
day2_emma_1_b433dfb3	e	Alright, I’ll admit, you’re doing well today.	game/story_scripts/day2_emma.rpy	350	e "[what]"
day2_emma_1_48605894	a	Thanks. It’s all part of my master plan.	game/story_scripts/day2_emma.rpy	351	a "[what]"
day2_emma_1_4fe9b8f5	a	You not just beautiful, but... incredibly sexy and attractive.	game/story_scripts/day2_emma.rpy	354	a "[what]"
day2_emma_1_57a44b07	e	Alex...	game/story_scripts/day2_emma.rpy	355	e "[what]"
day2_emma_1_99bab291	e	Okay, I appreciate the compliment. But let's not get carried away.	game/story_scripts/day2_emma.rpy	357	e "[what]"
day2_emma_1_f547b28a	a	Fair enough. Just wanted you to know how I feel.	game/story_scripts/day2_emma.rpy	358	a "[what]"
day2_emma_1_50a94b14	e	Noted. And, Alex... thanks. For trying.	game/story_scripts/day2_emma.rpy	359	e "[what]"
day2_emma_1_4b5c84f0	a	Anytime, Emma.	game/story_scripts/day2_emma.rpy	360	a "[what]"
day2_emma_1_542854ad		{i}As I watched Alex's eyes dart toward Daniel, who approached with two wine glasses, the shift in his demeanor was immediate.	game/story_scripts/day2_emma.rpy	362	"[what]"
day2_emma_1_bfeb3ee9		{i}That flash of jealousy, barely concealed, simmered just beneath the surface. I could practically feel it radiating off him. Typical Alex, always so possessive.	game/story_scripts/day2_emma.rpy	364	"[what]"
day2_emma_1_f859c0e5	e_	Here we go again. Why does he always get like this? It’s not like he has any claim on me anymore…	game/story_scripts/day2_emma.rpy	366	e_ "[what]"
day2_emma_1_ac12e909	e_	or maybe that’s exactly why he’s like this. Can’t stand the idea of someone else getting close.	game/story_scripts/day2_emma.rpy	369	e_ "[what]"
day2_emma_1_4d13f414	a	Daniel, what do you think you're doing?	game/story_scripts/day2_emma.rpy	371	a "[what]"
day2_emma_1_4d4c6467	d	Just being a good host, Alex. You should try it sometime.	game/story_scripts/day2_emma.rpy	372	d "[what]"
day2_emma_1_b0fafc4b	a	*Sarcastically* Oh, I remember your "good host" days back in college. How many times did you end up with someone else's girl?	game/story_scripts/day2_emma.rpy	373	a "[what]"
day2_emma_1_03f440fe	d	That's rich coming from you. At least I never had to lie to keep a girl interested.	game/story_scripts/day2_emma.rpy	374	d "[what]"
day2_emma_1_b90f5f47	a	Excuse me? At least I don't have to stoop to your level of desperation.	game/story_scripts/day2_emma.rpy	375	a "[what]"
day2_emma_1_9abc5d89	d	Desperation? That's funny. How's that desperation treating you now, Alex? Seems like you’re the one sweating bullets.	game/story_scripts/day2_emma.rpy	376	d "[what]"
day2_emma_1_1b1249a7	a	Don't flatter yourself, Daniel. Emma isn't some prize you can win with a cheap bottle of wine.	game/story_scripts/day2_emma.rpy	377	a "[what]"
day2_emma_1_febff071	e_	And here we go. The alpha male showdown. God, this is exhausting.	game/story_scripts/day2_emma.rpy	378	e_ "[what]"
day2_emma_1_416a3cb2	d	Cheap? This is a 1996 Château Margaux. But I wouldn't expect you to know quality if it slapped you in the face.	game/story_scripts/day2_emma.rpy	380	d "[what]"
day2_emma_1_45ebd64d	a	Quality? Like the quality of your relationships? How many ended in restraining orders again?	game/story_scripts/day2_emma.rpy	381	a "[what]"
day2_emma_1_8391c0a4	d	Nice try, but I think we both know you're the one with the fidelity issues. How’s your little "business trips" going?	game/story_scripts/day2_emma.rpy	382	d "[what]"
day2_emma_1_afebd80f	a	At least I have a business, not some sad excuse for a side hustle. What do you even do again, other than trying to pick up women out of your league?	game/story_scripts/day2_emma.rpy	383	a "[what]"
day2_emma_1_417e35ff	d	More than you, apparently. And speaking of leagues, remember Sarah? She definitely enjoyed my "side hustle."	game/story_scripts/day2_emma.rpy	384	d "[what]"
day2_emma_1_81d41e62	a	You son of a—	game/story_scripts/day2_emma.rpy	393	a "[what]"
day2_emma_1_3ffcd344	a	Next time, keep your hands off what's mine.	game/story_scripts/day2_emma.rpy	395	a "[what]"
day2_emma_1_197a4620	a	And how many times have you pretended to be the hero while stabbing people in the back? How’s that working out for you, Daniel?	game/story_scripts/day2_emma.rpy	397	a "[what]"
day2_emma_1_f8def15c	d	Better than being a failure at both work and home, Alex.	game/story_scripts/day2_emma.rpy	398	d "[what]"
day2_emma_1_dff1d8ba	e	What the hell, Alex?!	game/story_scripts/day2_emma.rpy	407	e "[what]"
day2_emma_1_6a05be57	e	I can’t believe you’re doing this again! In front of everyone!	game/story_scripts/day2_emma.rpy	409	e "[what]"
day2_emma_1_1ae4ff8c	a	Emma, I—	game/story_scripts/day2_emma.rpy	410	a "[what]"
day2_emma_1_09909348	e	No, Alex. I’m done with your excuses. You always do this. Every time.	game/story_scripts/day2_emma.rpy	411	e "[what]"
day2_emma_1_c35978a0	a	He was trying to—	game/story_scripts/day2_emma.rpy	412	a "[what]"
day2_emma_1_3df18ea8	e	I don’t care what he was trying to do! You always find a reason to lash out, to make a scene.	game/story_scripts/day2_emma.rpy	413	e "[what]"
day2_emma_1_78e0d447	a	Emma, please—	game/story_scripts/day2_emma.rpy	414	a "[what]"
day2_emma_1_0ba4be8f	e	No! I’m sick of it. I’m sick of you always ruining everything. Why can’t you just trust me? Trust us?	game/story_scripts/day2_emma.rpy	415	e "[what]"
day2_emma_1_d4bd336d	a	Emma, I love you. I just—	game/story_scripts/day2_emma.rpy	416	a "[what]"
day2_emma_1_e2a4debd	e	Love isn’t supposed to feel like this, Alex. Love isn’t supposed to hurt.	game/story_scripts/day2_emma.rpy	417	e "[what]"
day2_emma_1_0905f8df	e	I can't keep doing this, Alex. I'm done.	game/story_scripts/day2_emma.rpy	419	e "[what]"
day2_emma_1_bb8e4b4e	a	...	game/story_scripts/day2_emma.rpy	420	a "[what]"
day2_emma_1_7b50f93e		{i}After Alex’s latest jealousy outburst, I couldn’t take it anymore. The tension had been suffocating. I told them both I needed some air, or rather, I didn’t give them much of a choice—I just walked away.	game/story_scripts/day2_emma.rpy	425	"[what]"
day2_emma_1_9403582e		{i}I needed to be alone, to clear my head. I spent the rest of the day by myself, trying to shake off the emotional weight of being caught between them.	game/story_scripts/day2_emma.rpy	426	"[what]"
day2_emma_1_2d73ce8c		{i}I settled into a quiet corner of the house, away from everyone, and let the world around me blur into the background.	game/story_scripts/day2_emma.rpy	428	"[what]"
day2_emma_1_4c959ffe		{i}No more games, no more petty jealousy—at least for now. Just me and my thoughts. And, God, did I need that.	game/story_scripts/day2_emma.rpy	429	"[what]"
day2_emma_1_1053996f	e_	Seriously, what’s his deal? He’s always been like this. It’s exhausting, and it’s not like I owe him anything. But then again…	game/story_scripts/day2_emma.rpy	431	e_ "[what]"
day2_emma_1_79803cbb	e_	why does it still get under my skin? Ugh, enough. I need space from all of them. Maybe I’ll just block out the noise for the rest of the day. That sounds nice.	game/story_scripts/day2_emma.rpy	432	e_ "[what]"
day2_emma_1_55ebc1d5		{i}As I turned away from the balcony, the warm air felt strange against my skin. It was meant to be comforting, but everything about tonight felt off.	game/story_scripts/day2_emma.rpy	434	"[what]"
day2_emma_1_3539e226		{i}I could sense Alex’s presence before I even saw him.	game/story_scripts/day2_emma.rpy	435	"[what]"
day2_emma_1_b35d5f28		{i}The door creaked softly as he entered, and there he was—standing in the doorway, looking at me with that expression I could never quite read. His arm…	game/story_scripts/day2_emma.rpy	438	"[what]"
day2_emma_1_418aae47		{i}blood was dripping from his right arm, a deep cut running across it.	game/story_scripts/day2_emma.rpy	442	"[what]"
day2_emma_1_c2ae1a16		{i}My heart skipped, then raced, a surge of fear flooding my veins. Even with all the jealousy, all the hurt he caused me, this—this was different.	game/story_scripts/day2_emma.rpy	445	"[what]"
day2_emma_1_8d2647f7	e_	Why do I care so much? After everything he's put me through...	game/story_scripts/day2_emma.rpy	446	e_ "[what]"
day2_emma_1_1ab29734	e_	I shouldn't feel this panic, right? But here I am, running towards him like nothing ever happened.	game/story_scripts/day2_emma.rpy	448	e_ "[what]"
day2_emma_1_01ab3504	e	Alex, what happened? Oh my God, you’re hurt!	game/story_scripts/day2_emma.rpy	449	e "[what]"
day2_emma_1_88d130d5		{i}My voice came out shaky. I hated that. I should’ve been mad at him—furious, even. But instead, all I felt was an overwhelming need to know he was alright.	game/story_scripts/day2_emma.rpy	450	"[what]"
day2_emma_1_5003d435	e	Alex... What... what happened? Who did this to you?	game/story_scripts/day2_emma.rpy	452	e "[what]"
day2_emma_1_09ff14b9		{i}The cut was deep, but he didn’t seem fazed by it. He just looked at me, almost amused.	game/story_scripts/day2_emma.rpy	453	"[what]"
day2_emma_1_e7f3e40e	a	Emma, it's okay, I promise.	game/story_scripts/day2_emma.rpy	454	a "[what]"
day2_emma_1_888fabd4	a	It was someone outside, they came out of nowhere. I managed to fight them off, but... they got me here.	game/story_scripts/day2_emma.rpy	455	a "[what]"
day2_emma_1_77c92837	e_	Just a scratch? He’s bleeding all over the floor! God, why does he always do this?	game/story_scripts/day2_emma.rpy	456	e_ "[what]"
day2_emma_1_faa88d8a	e_	Downplays everything like it’s no big deal. And yet, here I am, being pulled into his mess again.	game/story_scripts/day2_emma.rpy	457	e_ "[what]"
day2_emma_1_52c0744b	e	I’ll get the first aid kit. We need to clean this up right now.	game/story_scripts/day2_emma.rpy	459	e "[what]"
day2_emma_1_5429919e	e	Let’s take care of this, Alex. I won’t let anything worse happen to you.	game/story_scripts/day2_emma.rpy	460	e "[what]"
day2_emma_1_103d8731		{i}I grabbed his arm, inspecting the wound despite his protests. His skin felt cold, and my fingers trembled as I touched him. The blood was warm, too warm, and it triggered something primal inside me. An urgent need to protect him, to fix this.	game/story_scripts/day2_emma.rpy	462	"[what]"
day2_emma_1_ba35ed2e	e_	Damn it, why couldn’t I just walk away?	game/story_scripts/day2_emma.rpy	463	e_ "[what]"
day2_emma_1_f26cdc06	e	Alex, what exactly happened out there? Was it a burglar? Are we in danger?	game/story_scripts/day2_emma.rpy	465	e "[what]"
day2_emma_1_70d3cc59	a	I don’t think it was a burglar.	game/story_scripts/day2_emma.rpy	467	a "[what]"
day2_emma_1_4ce1253c	a	Whoever it was, they were too focused on me. It felt more… targeted. But don’t worry, I’m going to find them. They can’t be far.	game/story_scripts/day2_emma.rpy	468	a "[what]"
day2_emma_1_df343fe6	e_	Why does he always have to look so… invincible? Even when he’s bleeding.	game/story_scripts/day2_emma.rpy	469	e_ "[what]"
day2_emma_1_4feeb9d9	e_	And why am I still here, clinging to some stupid hope that he’ll let me in?	game/story_scripts/day2_emma.rpy	471	e_ "[what]"
day2_emma_1_3acec898	e	Alex, no! We need to call the police. What if they’re still here? You could get seriously hurt!	game/story_scripts/day2_emma.rpy	472	e "[what]"
day2_emma_1_b935c26e	a	I know you’re worried, Emma, but I can handle this. I don’t want to involve the police unless we absolutely have to.	game/story_scripts/day2_emma.rpy	474	a "[what]"
day2_emma_1_fc11272c	a	Just stay here, lock the door, and I’ll be back soon.	game/story_scripts/day2_emma.rpy	475	a "[what]"
day2_emma_1_0301d615	e	Alex… please be careful. I don’t like this	game/story_scripts/day2_emma.rpy	477	e "[what]"
day2_emma_1_b3155a40	a	I will be. I’ll come back soon, I promise.	game/story_scripts/day2_emma.rpy	478	a "[what]"
day2_emma_1_c855d00f	e_	Why do I care? Because I'm a fool, that's why. Because despite everything, I still… feel something. Damn him for always pulling me back in.	game/story_scripts/day2_emma.rpy	480	e_ "[what]"
day2_emma_1_4b6f4cc4		{i}I hated how much control he still had over me. How one look from him could make me forget every reason I had to walk away.	game/story_scripts/day2_emma.rpy	482	"[what]"
day2_emma_1_00641805	e	Just… take care of yourself, Alex. I mean it.	game/story_scripts/day2_emma.rpy	483	e "[what]"
day2_emma_1_34ddd9fe		{i}The fear had settled deep in my chest, but it wasn’t the kind that paralyzed you.	game/story_scripts/day2_emma.rpy	486	"[what]"
day2_emma_1_70688d5a		{i}It was the kind that made you act, that propelled you forward, that made everything clearer than it had been moments before. Alex was hurt.	game/story_scripts/day2_emma.rpy	487	"[what]"
day2_emma_1_a0cce42f		{i}And despite everything, all the jealousy, all the controlling behavior, I couldn't just sit here. That cut on his arm… it had been deep. What the hell happened out there?	game/story_scripts/day2_emma.rpy	488	"[what]"
day2_emma_1_c8bbafda	e_	Why do I even care? He’s been nothing but a headache, but dammit… he’s hurt. This isn't about him, it's about doing the right thing… right?	game/story_scripts/day2_emma.rpy	489	e_ "[what]"
day2_emma_1_6d2cd712		{i}I shook off the confusion, deciding to focus on what I could control. Daniel and Isabella. They needed to know. Maybe they could help.	game/story_scripts/day2_emma.rpy	491	"[what]"
day2_emma_1_30408547		{i}Or maybe they’d have answers, something to calm the storm that had suddenly been unleashed tonight.	game/story_scripts/day2_emma.rpy	492	"[what]"
day2_emma_1_9b574430		{i}I couldn't stay still anymore. I bolted for the door, yanking it open as I moved.	game/story_scripts/day2_emma.rpy	494	"[what]"
day2_emma_1_91f8c2bb	e__	Run, girl, run! Don’t think too hard about it. Just act. You’ll figure out the mess later.	game/story_scripts/day2_emma.rpy	497	e__ "[what]"
day2_emma_1_79417e9e		{i}I sprinted down the hallway, not caring about the cold marble against my bare feet, or how ridiculous I probably looked in just my tank top and panties.	game/story_scripts/day2_emma.rpy	498	"[what]"
day2_emma_1_94b80d6e	e_	Please, please let them be there. If I knock and they're not there… I don’t even know what I’ll do.	game/story_scripts/day2_emma.rpy	499	e_ "[what]"
day2_emma_1_31088772	e_	You got this, Emma. Just a little further. Daniel will know what to do… and if he doesn’t, well, we’ll figure it out together. Isabella’s always been good at calming things down.	game/story_scripts/day2_emma.rpy	501	e_ "[what]"
day2_emma_1_abf2a5a9		{i}I reached their door, breathless, my hand trembling as I knocked.	game/story_scripts/day2_emma.rpy	506	"[what]"
day2_emma_1_43fbd583		{i}No answer. I knocked again, harder this time. Still nothing.	game/story_scripts/day2_emma.rpy	511	"[what]"
day2_emma_1_7aa91167	e	Daniel! Isabella!	game/story_scripts/day2_emma.rpy	512	e "[what]"
day2_emma_1_ea9e214d		{i}I shouted through the door, my voice coming out shakier than I wanted.	game/story_scripts/day2_emma.rpy	513	"[what]"
day2_emma_1_2b28ca2e	e_	Oh God… are they okay? What if something’s happened to them too?	game/story_scripts/day2_emma.rpy	514	e_ "[what]"
day2_emma_1_f9e9a694	d	Emma? What the hell's going on?	game/story_scripts/day2_emma.rpy	517	d "[what]"
day2_emma_1_229be8cf		{i}As soon as Daniel opened the door, I rushed in without thinking twice. My heart was racing, and I could barely catch my breath.	game/story_scripts/day2_emma.rpy	519	"[what]"
day2_emma_1_3003e1bd		{i}My words came out like a train wreck, too fast, too jumbled for him to understand anything.	game/story_scripts/day2_emma.rpy	522	"[what]"
day2_emma_1_a20095c4	e	Daniel!	game/story_scripts/day2_emma.rpy	523	e "[what]"
day2_emma_1_e9c72dfc	d	Emma, slow down,	game/story_scripts/day2_emma.rpy	524	d "[what]"
day2_emma_1_f0613340		{i}Daniel said, raising his hands, trying to calm me.	game/story_scripts/day2_emma.rpy	526	"[what]"
day2_emma_1_9d4b3bde	d	What's going on? You need to take a deep breath and start again.	game/story_scripts/day2_emma.rpy	527	d "[what]"
day2_emma_1_5547abb0	e_	He's right. I need to breathe. Get it together. But how the hell can I calm down right now? Alex could be seriously hurt!	game/story_scripts/day2_emma.rpy	528	e_ "[what]"
day2_emma_1_857e25a5		{i}I took a shaky breath, trying to gather myself, but the words still stumbled out faster than they should have.	game/story_scripts/day2_emma.rpy	530	"[what]"
day2_emma_1_885fc864	e	Alex… he’s hurt, Daniel!	game/story_scripts/day2_emma.rpy	531	e "[what]"
day2_emma_1_86582181	e	I don’t know what happened, but his arm, there’s so much blood…	game/story_scripts/day2_emma.rpy	532	e "[what]"
day2_emma_1_cedb5b35	e	I’m scared something bad happened. He came into the room, and there it was… I didn’t know what to do. I didn’t—	game/story_scripts/day2_emma.rpy	533	e "[what]"
day2_emma_1_7bb60927	d	Wait, wait, slow down. You said Alex is hurt? Where? How bad is it?	game/story_scripts/day2_emma.rpy	535	d "[what]"
day2_emma_1_1fc811c2	e	I don’t know!	game/story_scripts/day2_emma.rpy	537	e "[what]"
day2_emma_1_e628d17c	e	It looked bad, but he didn’t say anything. Just walked in, bleeding.	game/story_scripts/day2_emma.rpy	538	e "[what]"
day2_emma_1_fb3a53aa	e	And the worst part? I don’t even know what happened or why. He’s been acting so strange lately, Daniel. You know that.	game/story_scripts/day2_emma.rpy	540	e "[what]"
day2_emma_1_6ef61828	d	Okay, okay. Emma, calm down. We’ll figure it out.	game/story_scripts/day2_emma.rpy	542	d "[what]"
day2_emma_1_8e0930d6		{i}But how could I calm down? The sight of blood, the confusion, the jealousy Alex had been showing, it all swirled in my head.	game/story_scripts/day2_emma.rpy	543	"[what]"
day2_emma_1_22023f4e		{i}I backed away, needing space, moving toward the window to clear my mind. The outside world felt distant, as if it couldn’t reach the storm inside me.	game/story_scripts/day2_emma.rpy	545	"[what]"
day2_emma_1_3181cbd8	e_	Why am I even this worked up? It’s Alex. He’s always dramatic, always making things bigger than they are. But that cut…	game/story_scripts/day2_emma.rpy	546	e_ "[what]"
day2_emma_1_46050c9e	e_	What if he’s actually in danger this time? What if he’s done something stupid, and now I’m here losing my mind over it?	game/story_scripts/day2_emma.rpy	548	e_ "[what]"
day2_emma_1_21c40eba		{i}I stayed there, looking out, my thoughts spiraling while Daniel was behind me, probably wondering what the hell was going on.	game/story_scripts/day2_emma.rpy	549	"[what]"
day2_emma_1_a421ebe9	d	Emma, you’re not making sense. Are you sure you didn’t imagine it? Maybe it wasn’t as bad as you think.	game/story_scripts/day2_emma.rpy	550	d "[what]"
day2_emma_1_e7a171e2	e	I didn’t imagine it,	game/story_scripts/day2_emma.rpy	551	e "[what]"
day2_emma_1_19db799b		{i}I felt Daniel’s gaze on me, questioning but also ready to help. That’s what made Daniel different. He wasn’t quick to panic, but he knew when to take things seriously.	game/story_scripts/day2_emma.rpy	552	"[what]"
day2_emma_1_c97eea55		{i}I stood there, frozen.	game/story_scripts/day2_emma.rpy	556	"[what]"
day2_emma_1_1f8a1fba		{i}Daniel's hands were on my waist, and for a split second, I couldn't tell if he was trying to comfort me or... something else	game/story_scripts/day2_emma.rpy	557	"[what]"
day2_emma_1_c0323043		{i}His touch felt warm, reassuring even, but there was an edge to it that I couldn't ignore. His breath was close, brushing against the back of my neck.	game/story_scripts/day2_emma.rpy	559	"[what]"
day2_emma_1_0448fe20		{i}I could sense his presence looming behind me, so much more than just support. My mind raced. Should I let him? Push him away? Or was I imagining things again?	game/story_scripts/day2_emma.rpy	561	"[what]"
day2_emma_1_4e464a5d	e_	What the hell is going on? Is this really the time for this, Daniel?	game/story_scripts/day2_emma.rpy	563	e_ "[what]"
day2_emma_1_712acca1	e_	God, he has to be reading the room wrong... but why does it feel kind of nice?	game/story_scripts/day2_emma.rpy	564	e_ "[what]"
day2_emma_1_7b4e8af4		{i}I didn't move, and the silence between us thickened. I could feel his fingers tense slightly against my skin. His grip wasn't forceful, but it was deliberate. I bit my lip, unsure how to react.	game/story_scripts/day2_emma.rpy	565	"[what]"
day2_emma_1_dcc3051d	e	Daniel... what are you doing?	game/story_scripts/day2_emma.rpy	566	e "[what]"
day2_emma_1_5cfaf23b		{i}My voice came out softer than I intended. I was annoyed, confused, but there was also this tension hanging in the air, something that wasn't entirely unpleasant.	game/story_scripts/day2_emma.rpy	567	"[what]"
day2_emma_1_43b77984	e__	Is this really happening? Am I letting him get this close because... part of me likes it? No. Focus. This isn't the time for this. Alex is out there, and I'm standing here, second-guessing everything. Damn it.	game/story_scripts/day2_emma.rpy	568	e__ "[what]"
day2_emma_1_e4fff532	d	I'm just trying to help you... calm down.	game/story_scripts/day2_emma.rpy	569	d "[what]"
day2_emma_1_fdecbef6	e_	Help me calm down? Sure, Daniel. Real smooth. Is that what we're calling it now?	game/story_scripts/day2_emma.rpy	577	e_ "[what]"
day2_emma_1_65a7fde3		{i}I took a slow, shaky breath and shifted, trying to put some distance between us without making it obvious that I was uncomfortable.	game/story_scripts/day2_emma.rpy	579	"[what]"
day2_emma_1_21c09f7d		{i}But my legs betrayed me, rooted to the floor as if daring me to stay a little longer. Was I craving this attention?	game/story_scripts/day2_emma.rpy	580	"[what]"
day2_emma_1_8d9d8db9		{i}Or was I too scared to admit that maybe Daniel was stepping into a space Alex had once occupied?	game/story_scripts/day2_emma.rpy	581	"[what]"
day2_emma_1_ed8bbe85	e	I don't need this kind of comfort... not right now.	game/story_scripts/day2_emma.rpy	582	e "[what]"
day2_emma_1_3572121d	e_	Daniel, of all times... really? You're not fooling me. But damn, why am I hesitating?	game/story_scripts/day2_emma.rpy	583	e_ "[what]"
day2_emma_1_6c2363b7	d	Hey, I’m just trying to help. You’re all worked up. You need to relax, Emma. Trust me.	game/story_scripts/day2_emma.rpy	585	d "[what]"
day2_emma_1_d2eb23f9	e_	Relax? How can I relax with everything happening right now?	game/story_scripts/day2_emma.rpy	586	e_ "[what]"
day2_emma_1_20581f22		{i}I took a deep breath, and without another word, I moved toward the door. But before I could turn the knob, it swung open.	game/story_scripts/day2_emma.rpy	587	"[what]"
day2_emma_1_fc55381f		{i}Isabella stood there, her wet hair clinging to her neck, wrapped in nothing but a towel.	game/story_scripts/day2_emma.rpy	590	"[what]"
day2_emma_1_ebedbabe	i	Emma? What are you doing here?	game/story_scripts/day2_emma.rpy	591	i "[what]"
day2_emma_1_7c3d985a	e_	ISABELLA. Of course. Perfect timing, as always.	game/story_scripts/day2_emma.rpy	592	e_ "[what]"
day2_emma_1_af53d2e6		{i}Her eyes darted between me and Daniel. I could see the suspicion creeping across her face. This was exactly what I didn’t need right now.	game/story_scripts/day2_emma.rpy	594	"[what]"
